LAT.,LONG.,Event,Transmit T,GPS Time
-20.5144,-51.775299,Travel Dispatch,2021/10/23 5:37,2021/10/23 5:37
-20.5145,-51.775299,End of movement,2021/10/23 5:47,2021/10/23 5:47
-20.515766,-51.774867,Engine stop,2021/10/23 7:55,2021/10/23 7:55
-20.5119,-51.776466,Daily Data,2021/10/24 1:04,2021/10/24 1:04
-20.512566,-51.779233,Daily Data,2021/10/24 1:07,2021/10/24 1:07
-20.513066,-51.7764,Daily Data,2021/10/24 1:08,2021/10/24 1:08
-20.515599,-51.775833,Daily Data,2021/10/24 1:25,2021/10/24 1:25
-20.5165,-51.775266,Daily Data,2021/10/24 1:37,2021/10/24 1:37
-20.5188,-51.775933,Travel Dispatch,2021/10/24 17:29,2021/10/24 17:29
-20.518466,-51.776366,End of movement,2021/10/24 17:39,2021/10/24 17:39
-20.516633,-51.7764,Travel Dispatch,2021/10/24 21:41,2021/10/24 21:41
-20.516667,-51.776332,End of movement,2021/10/24 21:51,2021/10/24 21:51
-20.517933,-51.775633,Engine stop,2021/10/24 23:58,2021/10/24 23:58
-20.517266,-51.774033,Daily Data,2021/10/25 1:05,2021/10/25 1:05
-20.5132,-51.779833,Daily Data,2021/10/25 1:08,2021/10/25 1:08
-20.519099,-51.775866,Daily Data,2021/10/25 1:09,2021/10/25 1:09
-20.517266,-51.776366,Daily Data,2021/10/25 1:26,2021/10/25 1:26
-20.516667,-51.777,Daily Data,2021/10/25 1:38,2021/10/25 1:38
-20.519033,-51.775966,Engine stop,2021/10/25 3:32,2021/10/25 3:32
-20.5188,-51.777166,Daily Data,2021/10/26 1:10,2021/10/26 1:10
-20.516667,-51.778733,Daily Data,2021/10/26 1:27,2021/10/26 1:27
-20.520999,-51.774366,Daily Data,2021/10/26 1:39,2021/10/26 1:39
-20.481366,-51.782166,Travel Dispatch,2021/12/01 15:29,2021/12/01 15:29
-20.519867,-51.772999,Travel Dispatch,2021/12/23 16:52,2021/12/23 16:52
-20.4233,-51.7226,End of movement,2021/12/21 22:05,2021/12/21 22:05
-20.421966,-51.722166,Engine stop,2021/12/22 0:34,2021/12/22 0:34
-20.423766,-51.723533,Daily Data,2021/12/22 1:04,2021/12/22 1:04
-20.421366,-51.724299,Daily Data,2021/12/22 1:17,2021/12/22 1:17
-20.421966,-51.7221,Daily Data,2021/12/22 1:20,2021/12/22 1:20
-20.422433,-51.7245,Daily Data,2021/12/22 1:21,2021/12/22 1:21
-20.423033,-51.7239,Daily Data,2021/12/22 1:38,2021/12/22 1:38
-20.427367,-51.720499,Engine stop,2021/12/22 7:19,2021/12/22 7:19
-20.424099,-51.712999,Travel Dispatch,2021/12/22 10:46,2021/12/22 10:46
-20.424033,-51.712933,End of movement,2021/12/22 10:56,2021/12/22 10:56
-20.4252,-51.712032,Engine stop,2021/12/22 11:52,2021/12/22 11:52
-20.422,-51.721933,Engine stop,2021/12/22 12:00,2021/12/22 12:00
-20.4269,-51.719799,Daily Data,2021/12/23 1:05,2021/12/23 1:05
-20.423466,-51.719133,Daily Data,2021/12/23 1:18,2021/12/23 1:18
-20.4238,-51.7126,Daily Data,2021/12/23 1:21,2021/12/23 1:21
-20.424366,-51.718533,Daily Data,2021/12/23 1:39,2021/12/23 1:39
-20.425933,-51.717866,Travel Dispatch,2021/12/23 7:29,2021/12/23 7:29
-20.425666,-51.718466,End of movement,2021/12/23 7:52,2021/12/23 7:52
-20.424566,-51.713766,Travel Dispatch,2021/12/23 12:07,2021/12/23 12:07
-20.423533,-51.711966,End of movement,2021/12/23 12:17,2021/12/23 12:17
-20.424066,-51.716799,Travel Dispatch,2021/12/23 12:53,2021/12/23 12:53
-20.4246,-51.7132,End of movement,2021/12/23 13:03,2021/12/23 13:03
-20.423733,-51.712,Engine stop,2021/12/23 15:07,2021/12/23 15:07
